scaled_score,raw_score,min_age,max_age,sub_domain,for
7,0,0,0,ls,parent
8,1,0,0,ls,parent
10,2,0,0,ls,parent
10,3,0,0,ls,parent
11,4,0,0,ls,parent
11,5,0,0,ls,parent
11,6,0,0,ls,parent
11,7,0,0,ls,parent
12,8,0,0,ls,parent
12,9,0,0,ls,parent
12,10,0,0,ls,parent
12,11,0,0,ls,parent
13,12,0,0,ls,parent
13,13,0,0,ls,parent
13,14,0,0,ls,parent
14,15,0,0,ls,parent
14,16,0,0,ls,parent
14,17,0,0,ls,parent
14,18,0,0,ls,parent
15,19,0,0,ls,parent
15,20,0,0,ls,parent
15,21,0,0,ls,parent
16,22,0,0,ls,parent
16,23,0,0,ls,parent
16,24,0,0,ls,parent
16,25,0,0,ls,parent
17,26,0,0,ls,parent
17,27,0,0,ls,parent
17,28,0,0,ls,parent
17,29,0,0,ls,parent
18,30,0,0,ls,parent
18,31,0,0,ls,parent
18,32,0,0,ls,parent
19,33,0,0,ls,parent
19,34,0,0,ls,parent
19,35,0,0,ls,parent
19,36,0,0,ls,parent
19,37,0,0,ls,parent
19,38,0,0,ls,parent
19,39,0,0,ls,parent
19,40,0,0,ls,parent
19,41,0,0,ls,parent
19,42,0,0,ls,parent
19,43,0,0,ls,parent
19,44,0,0,ls,parent
19,45,0,0,ls,parent
19,46,0,0,ls,parent
19,47,0,0,ls,parent
19,48,0,0,ls,parent
19,49,0,0,ls,parent
19,50,0,0,ls,parent
19,51,0,0,ls,parent
19,52,0,0,ls,parent
19,53,0,0,ls,parent
19,54,0,0,ls,parent
19,55,0,0,ls,parent
19,56,0,0,ls,parent
19,57,0,0,ls,parent
19,58,0,0,ls,parent
19,59,0,0,ls,parent
19,60,0,0,ls,parent
19,61,0,0,ls,parent
19,62,0,0,ls,parent
19,63,0,0,ls,parent
19,64,0,0,ls,parent
19,65,0,0,ls,parent
19,66,0,0,ls,parent
19,67,0,0,ls,parent
19,68,0,0,ls,parent
19,69,0,0,ls,parent
19,70,0,0,ls,parent
19,71,0,0,ls,parent
19,72,0,0,ls,parent
6,0,1,1,ls,parent
7,1,1,1,ls,parent
9,2,1,1,ls,parent
10,3,1,1,ls,parent
10,4,1,1,ls,parent
11,5,1,1,ls,parent
11,6,1,1,ls,parent
11,7,1,1,ls,parent
11,8,1,1,ls,parent
12,9,1,1,ls,parent
12,10,1,1,ls,parent
12,11,1,1,ls,parent
13,12,1,1,ls,parent
13,13,1,1,ls,parent
13,14,1,1,ls,parent
13,15,1,1,ls,parent
14,16,1,1,ls,parent
14,17,1,1,ls,parent
14,18,1,1,ls,parent
15,19,1,1,ls,parent
15,20,1,1,ls,parent
15,21,1,1,ls,parent
15,22,1,1,ls,parent
16,23,1,1,ls,parent
16,24,1,1,ls,parent
16,25,1,1,ls,parent
17,26,1,1,ls,parent
17,27,1,1,ls,parent
17,28,1,1,ls,parent
17,29,1,1,ls,parent
18,30,1,1,ls,parent
18,31,1,1,ls,parent
18,32,1,1,ls,parent
19,33,1,1,ls,parent
19,34,1,1,ls,parent
19,35,1,1,ls,parent
19,36,1,1,ls,parent
19,37,1,1,ls,parent
19,38,1,1,ls,parent
19,39,1,1,ls,parent
19,40,1,1,ls,parent
19,41,1,1,ls,parent
19,42,1,1,ls,parent
19,43,1,1,ls,parent
19,44,1,1,ls,parent
19,45,1,1,ls,parent
19,46,1,1,ls,parent
19,47,1,1,ls,parent
19,48,1,1,ls,parent
19,49,1,1,ls,parent
19,50,1,1,ls,parent
19,51,1,1,ls,parent
19,52,1,1,ls,parent
19,53,1,1,ls,parent
19,54,1,1,ls,parent
19,55,1,1,ls,parent
19,56,1,1,ls,parent
19,57,1,1,ls,parent
19,58,1,1,ls,parent
19,59,1,1,ls,parent
19,60,1,1,ls,parent
19,61,1,1,ls,parent
19,62,1,1,ls,parent
19,63,1,1,ls,parent
19,64,1,1,ls,parent
19,65,1,1,ls,parent
19,66,1,1,ls,parent
19,67,1,1,ls,parent
19,68,1,1,ls,parent
19,69,1,1,ls,parent
19,70,1,1,ls,parent
19,71,1,1,ls,parent
19,72,1,1,ls,parent
6,0,2,2,ls,parent
7,1,2,2,ls,parent
8,2,2,2,ls,parent
9,3,2,2,ls,parent
10,4,2,2,ls,parent
10,5,2,2,ls,parent
11,6,2,2,ls,parent
11,7,2,2,ls,parent
11,8,2,2,ls,parent
12,9,2,2,ls,parent
12,10,2,2,ls,parent
12,11,2,2,ls,parent
12,12,2,2,ls,parent
13,13,2,2,ls,parent
13,14,2,2,ls,parent
13,15,2,2,ls,parent
14,16,2,2,ls,parent
14,17,2,2,ls,parent
14,18,2,2,ls,parent
14,19,2,2,ls,parent
15,20,2,2,ls,parent
15,21,2,2,ls,parent
15,22,2,2,ls,parent
16,23,2,2,ls,parent
16,24,2,2,ls,parent
16,25,2,2,ls,parent
16,26,2,2,ls,parent
17,27,2,2,ls,parent
17,28,2,2,ls,parent
17,29,2,2,ls,parent
18,30,2,2,ls,parent
18,31,2,2,ls,parent
18,32,2,2,ls,parent
18,33,2,2,ls,parent
19,34,2,2,ls,parent
19,35,2,2,ls,parent
19,36,2,2,ls,parent
19,37,2,2,ls,parent
19,38,2,2,ls,parent
19,39,2,2,ls,parent
19,40,2,2,ls,parent
19,41,2,2,ls,parent
19,42,2,2,ls,parent
19,43,2,2,ls,parent
19,44,2,2,ls,parent
19,45,2,2,ls,parent
19,46,2,2,ls,parent
19,47,2,2,ls,parent
19,48,2,2,ls,parent
19,49,2,2,ls,parent
19,50,2,2,ls,parent
19,51,2,2,ls,parent
19,52,2,2,ls,parent
19,53,2,2,ls,parent
19,54,2,2,ls,parent
19,55,2,2,ls,parent
19,56,2,2,ls,parent
19,57,2,2,ls,parent
19,58,2,2,ls,parent
19,59,2,2,ls,parent
19,60,2,2,ls,parent
19,61,2,2,ls,parent
19,62,2,2,ls,parent
19,63,2,2,ls,parent
19,64,2,2,ls,parent
19,65,2,2,ls,parent
19,66,2,2,ls,parent
19,67,2,2,ls,parent
19,68,2,2,ls,parent
19,69,2,2,ls,parent
19,70,2,2,ls,parent
19,71,2,2,ls,parent
19,72,2,2,ls,parent
5,0,3,3,ls,parent
6,1,3,3,ls,parent
7,2,3,3,ls,parent
8,3,3,3,ls,parent
9,4,3,3,ls,parent
9,5,3,3,ls,parent
10,6,3,3,ls,parent
10,7,3,3,ls,parent
11,8,3,3,ls,parent
11,9,3,3,ls,parent
11,10,3,3,ls,parent
12,11,3,3,ls,parent
12,12,3,3,ls,parent
12,13,3,3,ls,parent
12,14,3,3,ls,parent
13,15,3,3,ls,parent
13,16,3,3,ls,parent
13,17,3,3,ls,parent
14,18,3,3,ls,parent
14,19,3,3,ls,parent
14,20,3,3,ls,parent
15,21,3,3,ls,parent
15,22,3,3,ls,parent
15,23,3,3,ls,parent
15,24,3,3,ls,parent
16,25,3,3,ls,parent
16,26,3,3,ls,parent
16,27,3,3,ls,parent
17,28,3,3,ls,parent
17,29,3,3,ls,parent
17,30,3,3,ls,parent
18,31,3,3,ls,parent
18,32,3,3,ls,parent
18,33,3,3,ls,parent
18,34,3,3,ls,parent
19,35,3,3,ls,parent
19,36,3,3,ls,parent
19,37,3,3,ls,parent
19,38,3,3,ls,parent
19,39,3,3,ls,parent
19,40,3,3,ls,parent
19,41,3,3,ls,parent
19,42,3,3,ls,parent
19,43,3,3,ls,parent
19,44,3,3,ls,parent
19,45,3,3,ls,parent
19,46,3,3,ls,parent
19,47,3,3,ls,parent
19,48,3,3,ls,parent
19,49,3,3,ls,parent
19,50,3,3,ls,parent
19,51,3,3,ls,parent
19,52,3,3,ls,parent
19,53,3,3,ls,parent
19,54,3,3,ls,parent
19,55,3,3,ls,parent
19,56,3,3,ls,parent
19,57,3,3,ls,parent
19,58,3,3,ls,parent
19,59,3,3,ls,parent
19,60,3,3,ls,parent
19,61,3,3,ls,parent
19,62,3,3,ls,parent
19,63,3,3,ls,parent
19,64,3,3,ls,parent
19,65,3,3,ls,parent
19,66,3,3,ls,parent
19,67,3,3,ls,parent
19,68,3,3,ls,parent
19,69,3,3,ls,parent
19,70,3,3,ls,parent
19,71,3,3,ls,parent
19,72,3,3,ls,parent
5,0,4,4,ls,parent
5,1,4,4,ls,parent
6,2,4,4,ls,parent
7,3,4,4,ls,parent
7,4,4,4,ls,parent
8,5,4,4,ls,parent
9,6,4,4,ls,parent
9,7,4,4,ls,parent
10,8,4,4,ls,parent
10,9,4,4,ls,parent
11,10,4,4,ls,parent
11,11,4,4,ls,parent
11,12,4,4,ls,parent
12,13,4,4,ls,parent
12,14,4,4,ls,parent
12,15,4,4,ls,parent
12,16,4,4,ls,parent
13,17,4,4,ls,parent
13,18,4,4,ls,parent
13,19,4,4,ls,parent
14,20,4,4,ls,parent
14,21,4,4,ls,parent
14,22,4,4,ls,parent
15,23,4,4,ls,parent
15,24,4,4,ls,parent
15,25,4,4,ls,parent
16,26,4,4,ls,parent
16,27,4,4,ls,parent
16,28,4,4,ls,parent
16,29,4,4,ls,parent
17,30,4,4,ls,parent
17,31,4,4,ls,parent
17,32,4,4,ls,parent
18,33,4,4,ls,parent
18,34,4,4,ls,parent
18,35,4,4,ls,parent
19,36,4,4,ls,parent
19,37,4,4,ls,parent
19,38,4,4,ls,parent
19,39,4,4,ls,parent
19,40,4,4,ls,parent
19,41,4,4,ls,parent
19,42,4,4,ls,parent
19,43,4,4,ls,parent
19,44,4,4,ls,parent
19,45,4,4,ls,parent
19,46,4,4,ls,parent
19,47,4,4,ls,parent
19,48,4,4,ls,parent
19,49,4,4,ls,parent
19,50,4,4,ls,parent
19,51,4,4,ls,parent
19,52,4,4,ls,parent
19,53,4,4,ls,parent
